"playerId","question","truth","initial","final","valid","chatrooms","trial","trial_indx"
804,"education",7912,500,3500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
50,"education",7912,2000,3500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
63,"education",7912,4000,4000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
2,"education",7912,6500,5000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1672,"education",7912,8000,4500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
995,"education",7912,2000,3500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
521,"education",7912,5000,5000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
307,"education",7912,3000,3500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
542,"education",7912,4000,4000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
226,"education",7912,2500,NA,FALSE,1,"4zcNNMsMsfu2JPYyP1",2
1132,"education",7912,6500,4800,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1470,"education",7912,7500,4250,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1667,"education",7912,5000,5000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
162,"education",7912,2500,5000,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1589,"education",7912,5000,5500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1260,"education",7912,3000,3500,TRUE,1,"4zcNNMsMsfu2JPYyP1",2
1705,"picasso",29.6,5,29,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
1374,"picasso",29.6,25,50,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1415,"picasso",29.6,2.5,115,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1482,"picasso",29.6,1.85,28,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
38,"picasso",29.6,NA,25,FALSE,2,"6D4oEx4a8r8HoawbJ2",2
332,"picasso",29.6,25,29.6,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
992,"picasso",29.6,2.2,55,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1307,"picasso",29.6,45,29,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
1368,"picasso",29.6,75,29.6,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1001,"picasso",29.6,2,30,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1163,"picasso",29.6,4,29.6,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
952,"picasso",29.6,1.7,29.6,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1613,"picasso",29.6,5,15,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
1277,"picasso",29.6,0.35,55,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1006,"picasso",29.6,1.5,29,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
211,"picasso",29.6,30,29,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
668,"picasso",29.6,2,26,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
1708,"picasso",29.6,2.8,29.6,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1063,"picasso",29.6,NA,NA,FALSE,1,"6D4oEx4a8r8HoawbJ1",1
769,"picasso",29.6,24,29,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
1016,"picasso",29.6,5,29.5,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
296,"picasso",29.6,25,29.6,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
152,"picasso",29.6,5,55,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1087,"picasso",29.6,2.5,111,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1952,"picasso",29.6,10,29.6,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
2004,"picasso",29.6,3,55,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1318,"picasso",29.6,0.6,29.5,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
674,"picasso",29.6,NA,29.6,FALSE,2,"6D4oEx4a8r8HoawbJ2",2
1246,"picasso",29.6,NA,NA,FALSE,2,"6D4oEx4a8r8HoawbJ2",2
964,"picasso",29.6,3.5,25,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1882,"picasso",29.6,2.5,29.5,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
493,"picasso",29.6,3.5,29.6,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
441,"picasso",29.6,65,65,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
175,"picasso",29.6,1,29.6,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
844,"picasso",29.6,100,65,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
531,"picasso",29.6,100,0.25,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
807,"picasso",29.6,50,30,TRUE,2,"6D4oEx4a8r8HoawbJ2",2
650,"picasso",29.6,6.3,27,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
1651,"picasso",29.6,15,30,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
386,"picasso",29.6,10,50,TRUE,1,"6D4oEx4a8r8HoawbJ1",1
562,"vangogh",10,2,3.6,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
703,"vangogh",10,0.6,5,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
539,"vangogh",10,2,5.5,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
578,"vangogh",10,28.5,3.6,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
517,"vangogh",10,1.5,2.5,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1014,"vangogh",10,3,12,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1636,"vangogh",10,23,11,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
425,"vangogh",10,4,4,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
984,"vangogh",10,48,6.5,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
282,"vangogh",10,420,26,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
279,"vangogh",10,18,15,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1939,"vangogh",10,1,3.6,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1635,"vangogh",10,3,32,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1810,"vangogh",10,2,8,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1275,"vangogh",10,5.5,8,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1099,"vangogh",10,24,14,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1313,"vangogh",10,80,70,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
205,"vangogh",10,2,3.6,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1733,"vangogh",10,2,7,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1993,"vangogh",10,7,7,TRUE,1,"6uaK4yRR7pkoBmFzW1",1
1744,"flights",41,500,100,TRUE,1,"7covQnu6a7TwpxumY1",2
1908,"flights",41,100,80,TRUE,1,"7covQnu6a7TwpxumY1",2
609,"flights",41,100,110,TRUE,1,"7covQnu6a7TwpxumY1",2
182,"flights",41,7,7,TRUE,1,"7covQnu6a7TwpxumY1",2
1599,"flights",41,10,20,TRUE,1,"7covQnu6a7TwpxumY1",2
1742,"flights",41,85,70,TRUE,1,"7covQnu6a7TwpxumY1",2
1133,"flights",41,345,69,TRUE,1,"7covQnu6a7TwpxumY1",2
1247,"flights",41,690,1,TRUE,1,"7covQnu6a7TwpxumY1",2
1170,"flights",41,7,69,TRUE,1,"7covQnu6a7TwpxumY1",2
1038,"flights",41,1,68,TRUE,1,"7covQnu6a7TwpxumY1",2
1791,"flights",41,11,12,TRUE,1,"7covQnu6a7TwpxumY1",2
45,"flights",41,2,85,TRUE,1,"7covQnu6a7TwpxumY1",2
396,"flights",41,250,250,TRUE,1,"7covQnu6a7TwpxumY1",2
461,"flights",41,NA,8,FALSE,1,"7covQnu6a7TwpxumY1",2
1727,"flights",41,NA,2,FALSE,1,"7covQnu6a7TwpxumY1",2
1223,"flights",41,580,150,TRUE,1,"7covQnu6a7TwpxumY1",2
1686,"flights",41,15,25,TRUE,1,"7covQnu6a7TwpxumY1",2
1021,"flights",41,100,35,TRUE,1,"7covQnu6a7TwpxumY1",2
817,"flights",41,50,70,TRUE,1,"7covQnu6a7TwpxumY1",2
1861,"flights",41,1,60,TRUE,1,"7covQnu6a7TwpxumY1",2
68,"picasso",29.6,3.5,35,TRUE,1,"7wkkvgw5a42aHmDwa1",3
544,"picasso",29.6,14,85,TRUE,1,"7wkkvgw5a42aHmDwa1",3
918,"picasso",29.6,3,30,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1535,"picasso",29.6,2.5,80,TRUE,2,"7wkkvgw5a42aHmDwa2",4
946,"picasso",29.6,8,15,TRUE,1,"7wkkvgw5a42aHmDwa1",3
231,"picasso",29.6,1,2.5,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1018,"picasso",29.6,2,30,TRUE,1,"7wkkvgw5a42aHmDwa1",3
295,"picasso",29.6,NA,28,FALSE,1,"7wkkvgw5a42aHmDwa1",3
935,"picasso",29.6,0.5,35,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1287,"picasso",29.6,1,4.5,TRUE,1,"7wkkvgw5a42aHmDwa1",3
310,"picasso",29.6,5,50,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1324,"picasso",29.6,NA,65,FALSE,1,"7wkkvgw5a42aHmDwa1",3
1916,"picasso",29.6,100,NA,FALSE,2,"7wkkvgw5a42aHmDwa2",4
150,"picasso",29.6,20,20,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1322,"picasso",29.6,85,95,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1258,"picasso",29.6,100,65,TRUE,1,"7wkkvgw5a42aHmDwa1",3
374,"picasso",29.6,0.2,2,TRUE,2,"7wkkvgw5a42aHmDwa2",4
165,"picasso",29.6,8,100,TRUE,2,"7wkkvgw5a42aHmDwa2",4
264,"picasso",29.6,15,90,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1320,"picasso",29.6,2.5,75,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1638,"picasso",29.6,12,12,TRUE,1,"7wkkvgw5a42aHmDwa1",3
83,"picasso",29.6,30,40,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1662,"picasso",29.6,23,23,TRUE,1,"7wkkvgw5a42aHmDwa1",3
737,"picasso",29.6,3,NA,FALSE,2,"7wkkvgw5a42aHmDwa2",4
1925,"picasso",29.6,3,15,TRUE,2,"7wkkvgw5a42aHmDwa2",4
145,"picasso",29.6,26,52,TRUE,1,"7wkkvgw5a42aHmDwa1",3
597,"picasso",29.6,7,50,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1240,"picasso",29.6,3,5,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1048,"picasso",29.6,3,60,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1029,"picasso",29.6,40,80,TRUE,2,"7wkkvgw5a42aHmDwa2",4
502,"picasso",29.6,2.7,3.5,TRUE,1,"7wkkvgw5a42aHmDwa1",3
116,"picasso",29.6,3,12,TRUE,2,"7wkkvgw5a42aHmDwa2",4
671,"picasso",29.6,30,30,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1895,"picasso",29.6,NA,NA,FALSE,2,"7wkkvgw5a42aHmDwa2",4
1110,"picasso",29.6,1.4,55,TRUE,2,"7wkkvgw5a42aHmDwa2",4
1612,"picasso",29.6,4.5,20,TRUE,2,"7wkkvgw5a42aHmDwa2",4
65,"picasso",29.6,1,20,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1839,"picasso",29.6,110,110,TRUE,2,"7wkkvgw5a42aHmDwa2",4
300,"picasso",29.6,100,30,TRUE,1,"7wkkvgw5a42aHmDwa1",3
1510,"picasso",29.6,5,5,TRUE,2,"7wkkvgw5a42aHmDwa2",4
291,"philly",570,938,938,TRUE,1,"8Y83eoFuqiidSmTko1",3
316,"philly",570,1000,1000,TRUE,1,"8Y83eoFuqiidSmTko1",3
762,"philly",570,900,900,TRUE,1,"8Y83eoFuqiidSmTko1",3
84,"philly",570,720,850,TRUE,1,"8Y83eoFuqiidSmTko1",3
1146,"philly",570,790,970,TRUE,1,"8Y83eoFuqiidSmTko1",3
825,"philly",570,398,950,TRUE,1,"8Y83eoFuqiidSmTko1",3
1889,"philly",570,1423,900,TRUE,1,"8Y83eoFuqiidSmTko1",3
89,"philly",570,1200,1000,TRUE,1,"8Y83eoFuqiidSmTko1",3
99,"philly",570,2000,938,TRUE,1,"8Y83eoFuqiidSmTko1",3
112,"philly",570,956,956,TRUE,1,"8Y83eoFuqiidSmTko1",3
1116,"philly",570,3489,348,TRUE,1,"8Y83eoFuqiidSmTko1",3
1544,"philly",570,900,900,TRUE,1,"8Y83eoFuqiidSmTko1",3
1685,"philly",570,753,925,TRUE,1,"8Y83eoFuqiidSmTko1",3
1242,"philly",570,1000,1000,TRUE,1,"8Y83eoFuqiidSmTko1",3
1501,"philly",570,1000,1000,TRUE,1,"8Y83eoFuqiidSmTko1",3
260,"philly",570,850,950,TRUE,1,"8Y83eoFuqiidSmTko1",3
944,"philly",570,2200,2200,TRUE,1,"8Y83eoFuqiidSmTko1",3
1140,"philly",570,980,915,TRUE,1,"8Y83eoFuqiidSmTko1",3
114,"philly",570,2500,1000,TRUE,1,"8Y83eoFuqiidSmTko1",3
1973,"philly",570,2500,910,TRUE,1,"8Y83eoFuqiidSmTko1",3
308,"education",7912,6000,7000,TRUE,1,"98nescvQF5hkCp9ex1",3
141,"education",7912,5000,5500,TRUE,1,"98nescvQF5hkCp9ex1",3
1460,"education",7912,2000,NA,FALSE,1,"98nescvQF5hkCp9ex1",3
491,"education",7912,NA,4000,FALSE,1,"98nescvQF5hkCp9ex1",3
1532,"education",7912,12000,12000,TRUE,1,"98nescvQF5hkCp9ex1",3
967,"education",7912,10000,2400,TRUE,1,"98nescvQF5hkCp9ex1",3
267,"education",7912,4200,4200,TRUE,1,"98nescvQF5hkCp9ex1",3
1593,"education",7912,NA,3000,FALSE,1,"98nescvQF5hkCp9ex1",3
2000,"education",7912,NA,5500,FALSE,1,"98nescvQF5hkCp9ex1",3
549,"education",7912,500,3000,TRUE,1,"98nescvQF5hkCp9ex1",3
1814,"education",7912,1000,5500,TRUE,1,"98nescvQF5hkCp9ex1",3
1453,"education",7912,1000,4000,TRUE,1,"98nescvQF5hkCp9ex1",3
1762,"education",7912,14000,12000,TRUE,1,"98nescvQF5hkCp9ex1",3
1244,"education",7912,2500,2500,TRUE,1,"98nescvQF5hkCp9ex1",3
1605,"education",7912,11320,12000,TRUE,1,"98nescvQF5hkCp9ex1",3
1416,"education",7912,19800,16500,TRUE,1,"98nescvQF5hkCp9ex1",3
364,"education",7912,7000,7000,TRUE,1,"98nescvQF5hkCp9ex1",3
586,"education",7912,7000,7000,TRUE,1,"98nescvQF5hkCp9ex1",3
336,"education",7912,NA,NA,FALSE,1,"98nescvQF5hkCp9ex1",3
593,"education",7912,NA,NA,FALSE,1,"98nescvQF5hkCp9ex1",3
1988,"songdrop",30000,500,500,TRUE,1,"AHJqx322b5o6CTbwK1",1
1484,"songdrop",30000,16000,10000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1838,"songdrop",30000,15000,15000,TRUE,2,"AHJqx322b5o6CTbwK2",2
816,"songdrop",30000,20000,24000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1290,"songdrop",30000,150000,150000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1548,"songdrop",30000,80000,80000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1738,"songdrop",30000,17000,18000,TRUE,1,"AHJqx322b5o6CTbwK1",1
418,"songdrop",30000,75000,20000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1252,"songdrop",30000,30000,26000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1093,"songdrop",30000,15000,20000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1725,"songdrop",30000,60000,18000,TRUE,1,"AHJqx322b5o6CTbwK1",1
19,"songdrop",30000,50000,50000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1568,"songdrop",30000,50000,20000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1396,"songdrop",30000,19000,19000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1311,"songdrop",30000,20000,20000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1947,"songdrop",30000,15000,NA,FALSE,2,"AHJqx322b5o6CTbwK2",2
784,"songdrop",30000,15000,17500,TRUE,1,"AHJqx322b5o6CTbwK1",1
1523,"songdrop",30000,20000,20000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1967,"songdrop",30000,25000,25000,TRUE,2,"AHJqx322b5o6CTbwK2",2
810,"songdrop",30000,31000,50000,TRUE,2,"AHJqx322b5o6CTbwK2",2
193,"songdrop",30000,10000,10000,TRUE,2,"AHJqx322b5o6CTbwK2",2
1646,"songdrop",30000,5000,3000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1683,"songdrop",30000,25000,30000,TRUE,1,"AHJqx322b5o6CTbwK1",1
1264,"songdrop",30000,NA,NA,FALSE,1,"AHJqx322b5o6CTbwK1",1
