text,playerId,trial
x,157,2PQkSkH77w73F9h2y1
x,566,2PQkSkH77w73F9h2y1
x,963,2PQkSkH77w73F9h2y1
x,1055,2PQkSkH77w73F9h2y1
x,692,2PQkSkH77w73F9h2y1
x,157,2PQkSkH77w73F9h2y1
x,614,2PQkSkH77w73F9h2y1
x,157,2PQkSkH77w73F9h2y1
x,1346,2PQkSkH77w73F9h2y1
x,1182,2PQkSkH77w73F9h2y1
x,1346,2PQkSkH77w73F9h2y1
x,1055,2PQkSkH77w73F9h2y1
x,1643,2PQkSkH77w73F9h2y1
x,157,2PQkSkH77w73F9h2y1
x,582,2PQkSkH77w73F9h2y1
x,389,2PQkSkH77w73F9h2y1
x,692,2PQkSkH77w73F9h2y1
x,1928,2PQkSkH77w73F9h2y1
x,1346,2PQkSkH77w73F9h2y1
x,107,2PQkSkH77w73F9h2y1
x,157,2PQkSkH77w73F9h2y1
x,107,2PQkSkH77w73F9h2y1
x,963,2PQkSkH77w73F9h2y1
x,1346,2PQkSkH77w73F9h2y1
x,692,2PQkSkH77w73F9h2y1
x,692,2PQkSkH77w73F9h2y1
x,963,2PQkSkH77w73F9h2y1
x,157,2PQkSkH77w73F9h2y1
x,1182,2PQkSkH77w73F9h2y1
x,1346,2PQkSkH77w73F9h2y1
x,27,3NfZZkuKyMeWuSn7q1
x,1329,3NfZZkuKyMeWuSn7q1
x,185,3NfZZkuKyMeWuSn7q1
x,750,3NfZZkuKyMeWuSn7q1
x,1775,3NfZZkuKyMeWuSn7q1
x,568,3NfZZkuKyMeWuSn7q1
x,750,3NfZZkuKyMeWuSn7q1
x,510,3NfZZkuKyMeWuSn7q1
x,143,3NfZZkuKyMeWuSn7q1
x,625,3NfZZkuKyMeWuSn7q1
x,611,3NfZZkuKyMeWuSn7q1
x,1775,3NfZZkuKyMeWuSn7q1
x,403,3NfZZkuKyMeWuSn7q1
x,27,3NfZZkuKyMeWuSn7q1
x,920,3NfZZkuKyMeWuSn7q1
x,1329,3NfZZkuKyMeWuSn7q1
x,920,3NfZZkuKyMeWuSn7q1
x,1948,3NfZZkuKyMeWuSn7q1
x,1302,3NfZZkuKyMeWuSn7q1
x,1145,3NfZZkuKyMeWuSn7q1
x,450,3NfZZkuKyMeWuSn7q1
x,590,3NfZZkuKyMeWuSn7q1
x,1302,3NfZZkuKyMeWuSn7q1
x,202,3NfZZkuKyMeWuSn7q1
x,1302,3NfZZkuKyMeWuSn7q1
x,202,3NfZZkuKyMeWuSn7q1
x,1825,3NfZZkuKyMeWuSn7q1
x,1329,3NfZZkuKyMeWuSn7q1
x,1775,3NfZZkuKyMeWuSn7q1
x,750,3NfZZkuKyMeWuSn7q1
x,202,3NfZZkuKyMeWuSn7q1
x,568,3NfZZkuKyMeWuSn7q1
x,611,3NfZZkuKyMeWuSn7q1
x,1302,3NfZZkuKyMeWuSn7q1
x,1948,3NfZZkuKyMeWuSn7q1
x,27,3NfZZkuKyMeWuSn7q1
x,185,3NfZZkuKyMeWuSn7q1
x,1329,3NfZZkuKyMeWuSn7q1
x,1825,3NfZZkuKyMeWuSn7q1
x,510,3NfZZkuKyMeWuSn7q1
x,1145,3NfZZkuKyMeWuSn7q1
x,920,3NfZZkuKyMeWuSn7q1
x,568,3NfZZkuKyMeWuSn7q1
x,611,3NfZZkuKyMeWuSn7q1
x,1825,3NfZZkuKyMeWuSn7q1
x,625,3NfZZkuKyMeWuSn7q1
x,185,3NfZZkuKyMeWuSn7q1
x,750,3NfZZkuKyMeWuSn7q1
x,1775,3NfZZkuKyMeWuSn7q1
x,202,3NfZZkuKyMeWuSn7q1
x,568,3NfZZkuKyMeWuSn7q1
x,1091,3NfZZkuKyMeWuSn7q1
x,1825,3NfZZkuKyMeWuSn7q1
x,920,3NfZZkuKyMeWuSn7q1
x,185,3NfZZkuKyMeWuSn7q1
x,1329,3NfZZkuKyMeWuSn7q1
x,1825,3NfZZkuKyMeWuSn7q1
x,1775,3NfZZkuKyMeWuSn7q1
x,568,3NfZZkuKyMeWuSn7q1
x,247,4rBqFnfAQoCJYr93f1
x,1061,4rBqFnfAQoCJYr93f1
x,694,4rBqFnfAQoCJYr93f1
x,1554,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,212,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,1821,4rBqFnfAQoCJYr93f1
x,698,4rBqFnfAQoCJYr93f1
x,201,4rBqFnfAQoCJYr93f1
x,480,4rBqFnfAQoCJYr93f1
x,1,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,1554,4rBqFnfAQoCJYr93f1
x,1380,4rBqFnfAQoCJYr93f1
x,1061,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,694,4rBqFnfAQoCJYr93f1
x,201,4rBqFnfAQoCJYr93f1
x,971,4rBqFnfAQoCJYr93f1
x,1821,4rBqFnfAQoCJYr93f1
x,1609,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,1493,4rBqFnfAQoCJYr93f1
x,1821,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,201,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,370,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,212,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,480,4rBqFnfAQoCJYr93f1
x,1595,4rBqFnfAQoCJYr93f1
x,1380,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,1821,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,1821,4rBqFnfAQoCJYr93f1
x,1061,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,698,4rBqFnfAQoCJYr93f1
x,201,4rBqFnfAQoCJYr93f1
x,480,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,212,4rBqFnfAQoCJYr93f1
x,212,4rBqFnfAQoCJYr93f1
x,370,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,370,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,1920,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,247,4rBqFnfAQoCJYr93f1
x,480,4rBqFnfAQoCJYr93f1
x,1274,4rBqFnfAQoCJYr93f1
x,212,4rBqFnfAQoCJYr93f1
x,201,4rBqFnfAQoCJYr93f1
x,1380,4rBqFnfAQoCJYr93f1
x,533,4rBqFnfAQoCJYr93f1
x,370,4rBqFnfAQoCJYr93f1
x,1604,4rBqFnfAQoCJYr93f1
x,164,4rBqFnfAQoCJYr93f2
x,465,4rBqFnfAQoCJYr93f2
x,546,4rBqFnfAQoCJYr93f2
x,408,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,1639,4rBqFnfAQoCJYr93f2
x,546,4rBqFnfAQoCJYr93f2
x,1985,4rBqFnfAQoCJYr93f2
x,320,4rBqFnfAQoCJYr93f2
x,546,4rBqFnfAQoCJYr93f2
x,819,4rBqFnfAQoCJYr93f2
x,1412,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,1137,4rBqFnfAQoCJYr93f2
x,1103,4rBqFnfAQoCJYr93f2
x,465,4rBqFnfAQoCJYr93f2
x,1527,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,1645,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,1412,4rBqFnfAQoCJYr93f2
x,463,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,819,4rBqFnfAQoCJYr93f2
x,1527,4rBqFnfAQoCJYr93f2
x,1645,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,1137,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,1639,4rBqFnfAQoCJYr93f2
x,1630,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,546,4rBqFnfAQoCJYr93f2
x,1985,4rBqFnfAQoCJYr93f2
x,463,4rBqFnfAQoCJYr93f2
x,320,4rBqFnfAQoCJYr93f2
x,1919,4rBqFnfAQoCJYr93f2
x,819,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,1137,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,1412,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,1639,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,1639,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,463,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,465,4rBqFnfAQoCJYr93f2
x,1103,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,1137,4rBqFnfAQoCJYr93f2
x,546,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,1645,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,408,4rBqFnfAQoCJYr93f2
x,463,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,819,4rBqFnfAQoCJYr93f2
x,1412,4rBqFnfAQoCJYr93f2
x,463,4rBqFnfAQoCJYr93f2
x,164,4rBqFnfAQoCJYr93f2
x,1103,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,581,4rBqFnfAQoCJYr93f2
x,819,4rBqFnfAQoCJYr93f2
x,1137,4rBqFnfAQoCJYr93f2
x,691,4rBqFnfAQoCJYr93f2
x,363,4rBqFnfAQoCJYr93f2
x,1076,4rBqFnfAQoCJYr93f2
x,1569,4WSepDZvwEFsS5vYQ1
x,896,4WSepDZvwEFsS5vYQ1
x,1778,4WSepDZvwEFsS5vYQ1
x,1310,4WSepDZvwEFsS5vYQ1
x,10,4WSepDZvwEFsS5vYQ1
x,777,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,342,4WSepDZvwEFsS5vYQ1
x,896,4WSepDZvwEFsS5vYQ1
x,10,4WSepDZvwEFsS5vYQ1
x,1286,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,1403,4WSepDZvwEFsS5vYQ1
x,1152,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,1749,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,1720,4WSepDZvwEFsS5vYQ1
x,197,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,1403,4WSepDZvwEFsS5vYQ1
x,627,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,627,4WSepDZvwEFsS5vYQ1
x,1720,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,896,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,627,4WSepDZvwEFsS5vYQ1
x,10,4WSepDZvwEFsS5vYQ1
x,1749,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,627,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,1403,4WSepDZvwEFsS5vYQ1
x,896,4WSepDZvwEFsS5vYQ1
x,1403,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,342,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,777,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,10,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,197,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,896,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,777,4WSepDZvwEFsS5vYQ1
x,10,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,1403,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,673,4WSepDZvwEFsS5vYQ1
x,342,4WSepDZvwEFsS5vYQ1
x,197,4WSepDZvwEFsS5vYQ1
x,627,4WSepDZvwEFsS5vYQ1
x,892,4WSepDZvwEFsS5vYQ1
x,1569,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,1720,4WSepDZvwEFsS5vYQ1
x,342,4WSepDZvwEFsS5vYQ1
x,1365,4WSepDZvwEFsS5vYQ1
x,56,4WSepDZvwEFsS5vYQ1
x,1767,4WSepDZvwEFsS5vYQ1
x,911,4WSepDZvwEFsS5vYQ1
x,804,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,63,4zcNNMsMsfu2JPYyP1
x,50,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,1589,4zcNNMsMsfu2JPYyP1
x,542,4zcNNMsMsfu2JPYyP1
x,1049,4zcNNMsMsfu2JPYyP1
x,466,4zcNNMsMsfu2JPYyP1
x,521,4zcNNMsMsfu2JPYyP1
x,1132,4zcNNMsMsfu2JPYyP1
x,1667,4zcNNMsMsfu2JPYyP1
x,50,4zcNNMsMsfu2JPYyP1
x,804,4zcNNMsMsfu2JPYyP1
x,276,4zcNNMsMsfu2JPYyP1
x,307,4zcNNMsMsfu2JPYyP1
x,1260,4zcNNMsMsfu2JPYyP1
x,162,4zcNNMsMsfu2JPYyP1
x,1667,4zcNNMsMsfu2JPYyP1
x,63,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,1470,4zcNNMsMsfu2JPYyP1
x,226,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,542,4zcNNMsMsfu2JPYyP1
x,1132,4zcNNMsMsfu2JPYyP1
x,1667,4zcNNMsMsfu2JPYyP1
x,63,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,162,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,1049,4zcNNMsMsfu2JPYyP1
x,521,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,226,4zcNNMsMsfu2JPYyP1
x,276,4zcNNMsMsfu2JPYyP1
x,1260,4zcNNMsMsfu2JPYyP1
x,127,4zcNNMsMsfu2JPYyP1
x,1667,4zcNNMsMsfu2JPYyP1
x,63,4zcNNMsMsfu2JPYyP1
x,1132,4zcNNMsMsfu2JPYyP1
x,542,4zcNNMsMsfu2JPYyP1
x,162,4zcNNMsMsfu2JPYyP1
x,63,4zcNNMsMsfu2JPYyP1
x,542,4zcNNMsMsfu2JPYyP1
x,2,4zcNNMsMsfu2JPYyP1
x,804,4zcNNMsMsfu2JPYyP1
x,1672,4zcNNMsMsfu2JPYyP1
x,995,4zcNNMsMsfu2JPYyP1
x,964,6D4oEx4a8r8HoawbJ1
x,1277,6D4oEx4a8r8HoawbJ1
x,992,6D4oEx4a8r8HoawbJ1
x,1708,6D4oEx4a8r8HoawbJ1
x,2004,6D4oEx4a8r8HoawbJ1
x,1374,6D4oEx4a8r8HoawbJ1
x,1001,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,441,6D4oEx4a8r8HoawbJ1
x,844,6D4oEx4a8r8HoawbJ1
x,992,6D4oEx4a8r8HoawbJ1
x,152,6D4oEx4a8r8HoawbJ1
x,1368,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,650,6D4oEx4a8r8HoawbJ1
x,1374,6D4oEx4a8r8HoawbJ1
x,1415,6D4oEx4a8r8HoawbJ1
x,1368,6D4oEx4a8r8HoawbJ1
x,1163,6D4oEx4a8r8HoawbJ1
x,2004,6D4oEx4a8r8HoawbJ1
x,1001,6D4oEx4a8r8HoawbJ1
x,1277,6D4oEx4a8r8HoawbJ1
x,844,6D4oEx4a8r8HoawbJ1
x,441,6D4oEx4a8r8HoawbJ1
x,992,6D4oEx4a8r8HoawbJ1
x,952,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,1374,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,152,6D4oEx4a8r8HoawbJ1
x,1087,6D4oEx4a8r8HoawbJ1
x,1277,6D4oEx4a8r8HoawbJ1
x,1063,6D4oEx4a8r8HoawbJ1
x,2004,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,650,6D4oEx4a8r8HoawbJ1
x,1277,6D4oEx4a8r8HoawbJ1
x,152,6D4oEx4a8r8HoawbJ1
x,1374,6D4oEx4a8r8HoawbJ1
x,1415,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,2004,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,1708,6D4oEx4a8r8HoawbJ1
x,1163,6D4oEx4a8r8HoawbJ1
x,992,6D4oEx4a8r8HoawbJ1
x,1063,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,1277,6D4oEx4a8r8HoawbJ1
x,844,6D4oEx4a8r8HoawbJ1
x,1368,6D4oEx4a8r8HoawbJ1
x,1651,6D4oEx4a8r8HoawbJ1
x,441,6D4oEx4a8r8HoawbJ1
x,992,6D4oEx4a8r8HoawbJ1
x,964,6D4oEx4a8r8HoawbJ1
x,1063,6D4oEx4a8r8HoawbJ1
x,2004,6D4oEx4a8r8HoawbJ1
x,1163,6D4oEx4a8r8HoawbJ1
x,152,6D4oEx4a8r8HoawbJ1
x,1063,6D4oEx4a8r8HoawbJ1
x,1952,6D4oEx4a8r8HoawbJ1
x,386,6D4oEx4a8r8HoawbJ1
x,769,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,1246,6D4oEx4a8r8HoawbJ2
x,211,6D4oEx4a8r8HoawbJ2
x,493,6D4oEx4a8r8HoawbJ2
x,332,6D4oEx4a8r8HoawbJ2
x,668,6D4oEx4a8r8HoawbJ2
x,1882,6D4oEx4a8r8HoawbJ2
x,807,6D4oEx4a8r8HoawbJ2
x,668,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,769,6D4oEx4a8r8HoawbJ2
x,769,6D4oEx4a8r8HoawbJ2
x,175,6D4oEx4a8r8HoawbJ2
x,674,6D4oEx4a8r8HoawbJ2
x,493,6D4oEx4a8r8HoawbJ2
x,807,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,668,6D4oEx4a8r8HoawbJ2
x,1307,6D4oEx4a8r8HoawbJ2
x,211,6D4oEx4a8r8HoawbJ2
x,1318,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,769,6D4oEx4a8r8HoawbJ2
x,1246,6D4oEx4a8r8HoawbJ2
x,807,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1016,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,332,6D4oEx4a8r8HoawbJ2
x,1482,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,668,6D4oEx4a8r8HoawbJ2
x,175,6D4oEx4a8r8HoawbJ2
x,1318,6D4oEx4a8r8HoawbJ2
x,211,6D4oEx4a8r8HoawbJ2
x,1318,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,1882,6D4oEx4a8r8HoawbJ2
x,493,6D4oEx4a8r8HoawbJ2
x,674,6D4oEx4a8r8HoawbJ2
x,175,6D4oEx4a8r8HoawbJ2
x,1016,6D4oEx4a8r8HoawbJ2
x,668,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,1705,6D4oEx4a8r8HoawbJ2
x,38,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1318,6D4oEx4a8r8HoawbJ2
x,769,6D4oEx4a8r8HoawbJ2
x,175,6D4oEx4a8r8HoawbJ2
x,674,6D4oEx4a8r8HoawbJ2
x,1016,6D4oEx4a8r8HoawbJ2
x,531,6D4oEx4a8r8HoawbJ2
x,1006,6D4oEx4a8r8HoawbJ2
x,1318,6D4oEx4a8r8HoawbJ2
x,1613,6D4oEx4a8r8HoawbJ2
x,1307,6D4oEx4a8r8HoawbJ2
x,1016,6D4oEx4a8r8HoawbJ2
x,296,6D4oEx4a8r8HoawbJ2
x,703,6uaK4yRR7pkoBmFzW1
x,562,6uaK4yRR7pkoBmFzW1
x,279,6uaK4yRR7pkoBmFzW1
x,1810,6uaK4yRR7pkoBmFzW1
x,539,6uaK4yRR7pkoBmFzW1
x,1099,6uaK4yRR7pkoBmFzW1
x,1635,6uaK4yRR7pkoBmFzW1
x,984,6uaK4yRR7pkoBmFzW1
x,279,6uaK4yRR7pkoBmFzW1
x,539,6uaK4yRR7pkoBmFzW1
x,578,6uaK4yRR7pkoBmFzW1
x,1810,6uaK4yRR7pkoBmFzW1
x,425,6uaK4yRR7pkoBmFzW1
